name
pAQ1_p1
pAQ1_p2
pAQ1_p3
SYNPCC7002_B0001
SYNPCC7002_B0002
SYNPCC7002_B0003
SYNPCC7002_G0001
parA
SYNPCC7002_G0002
SYNPCC7002_G0004
SYNPCC7002_G0003
ligT
SYNPCC7002_G0005
SYNPCC7002_G0006
SYNPCC7002_G0007
SYNPCC7002_G0008
SYNPCC7002_G0009
SYNPCC7002_G0010
SYNPCC7002_G0011
SYNPCC7002_G0012
SYNPCC7002_G0013
SYNPCC7002_G0014
SYNPCC7002_G0015
SYNPCC7002_G0016
SYNPCC7002_G0017
SYNPCC7002_G0018
SYNPCC7002_G0019
SYNPCC7002_G0020
SYNPCC7002_G0021
SYNPCC7002_G0022
SYNPCC7002_G0023
SYNPCC7002_G0024
SYNPCC7002_G0025
SYNPCC7002_G0026
SYNPCC7002_G0027
SYNPCC7002_G0028
SYNPCC7002_G0029
SYNPCC7002_G0030
SYNPCC7002_G0031
SYNPCC7002_G0032
SYNPCC7002_G0033
SYNPCC7002_G0034
SYNPCC7002_G0035
SYNPCC7002_G0036
SYNPCC7002_G0037
SYNPCC7002_G0038
SYNPCC7002_G0039
SYNPCC7002_G0040
SYNPCC7002_G0041
SYNPCC7002_G0042
SYNPCC7002_G0043
SYNPCC7002_G0044
SYNPCC7002_G0045
SYNPCC7002_G0046
SYNPCC7002_G0047
SYNPCC7002_G0048
SYNPCC7002_G0049
SYNPCC7002_G0050
SYNPCC7002_G0051
SYNPCC7002_G0052
SYNPCC7002_G0053
SYNPCC7002_G0054
kdpD
SYNPCC7002_G0055
kdpC
SYNPCC7002_G0056
SYNPCC7002_G0057
kdpF
SYNPCC7002_G0058
SYNPCC7002_G0059
kdpB
SYNPCC7002_G0060
kdpA
SYNPCC7002_G0061
SYNPCC7002_G0062
SYNPCC7002_G0063
SYNPCC7002_G0064
SYNPCC7002_G0065
SYNPCC7002_G0066
SYNPCC7002_G0067
SYNPCC7002_G0068
SYNPCC7002_G0069
hlyB
SYNPCC7002_G0070
SYNPCC7002_G0071
SYNPCC7002_G0072
SYNPCC7002_G0074
SYNPCC7002_G0073
SYNPCC7002_G0075
sqr
SYNPCC7002_G0077
SYNPCC7002_G0076
petC-II
SYNPCC7002_G0078
SYNPCC7002_G0079
SYNPCC7002_G0080
SYNPCC7002_G0081
SYNPCC7002_G0082
SYNPCC7002_G0083
SYNPCC7002_G0084
SYNPCC7002_G0085
SYNPCC7002_G0086
SYNPCC7002_G0087
fecD
SYNPCC7002_G0088
fecC
SYNPCC7002_G0089
SYNPCC7002_G0090
SYNPCC7002_G0091
fecB
SYNPCC7002_G0092
SYNPCC7002_G0093
SYNPCC7002_G0094
SYNPCC7002_G0095
SYNPCC7002_G0096
SYNPCC7002_G0097
SYNPCC7002_G0098
SYNPCC7002_G0099
SYNPCC7002_G0100
SYNPCC7002_G0101
SYNPCC7002_G0102
SYNPCC7002_G0103
fhuA
SYNPCC7002_G0104
SYNPCC7002_G0105
SYNPCC7002_G0106
SYNPCC7002_G0107
SYNPCC7002_G0108
SYNPCC7002_G0109
SYNPCC7002_G0110
SYNPCC7002_G0111
SYNPCC7002_G0112
SYNPCC7002_G0113
SYNPCC7002_G0114
SYNPCC7002_G0115
SYNPCC7002_G0116
SYNPCC7002_G0117
SYNPCC7002_G0118
SYNPCC7002_G0119
gfa
SYNPCC7002_G0120
SYNPCC7002_G0122
SYNPCC7002_G0121
SYNPCC7002_G0123
SYNPCC7002_G0124
SYNPCC7002_G0125
SYNPCC7002_G0126
SYNPCC7002_G0127
hemB-II
SYNPCC7002_G0128
folE-II
SYNPCC7002_G0129
SYNPCC7002_G0130
SYNPCC7002_G0131
SYNPCC7002_G0132
SYNPCC7002_G0133
SYNPCC7002_G0134
ggt
SYNPCC7002_G0135
SYNPCC7002_G0136
SYNPCC7002_G0137
SYNPCC7002_G0138
SYNPCC7002_G0139
SYNPCC7002_G0140
SYNPCC7002_G0141
phnC
SYNPCC7002_G0142
phnE
SYNPCC7002_G0143
phnD
SYNPCC7002_G0144
atpD
SYNPCC7002_G0145
atpC-II
SYNPCC7002_G0146
SYNPCC7002_G0147
SYNPCC7002_G0148
atpB-II
SYNPCC7002_G0149
atpH-II
SYNPCC7002_G0150
atpF-II
SYNPCC7002_G0151
atpA-II
SYNPCC7002_G0152
atpG-II
SYNPCC7002_G0153
SYNPCC7002_G0154
SYNPCC7002_G0155
SYNPCC7002_G0156
SYNPCC7002_G0157
SYNPCC7002_G0158
SYNPCC7002_G0159
SYNPCC7002_G0160
SYNPCC7002_G0161
SYNPCC7002_G0162
SYNPCC7002_G0163
SYNPCC7002_G0164
ldhA
SYNPCC7002_G0165
SYNPCC7002_A0001
dnaA
SYNPCC7002_A0002
SYNPCC7002_A0003
SYNPCC7002_A0004
SYNPCC7002_A0005
SYNPCC7002_A0006
nanE
SYNPCC7002_A0007
purN
SYNPCC7002_A0008
manA
SYNPCC7002_A0009
SYNPCC7002_A0010
fbaB
SYNPCC7002_A0011
SYNPCC7002_A0012
SYNPCC7002_A0013
SYNPCC7002_A0014
SYNPCC7002_A0015
SYNPCC7002_A0016
SYNPCC7002_A0017
SYNPCC7002_A0018
SYNPCC7002_A0019
SYNPCC7002_A0020
SYNPCC7002_A0021
SYNPCC7002_A0022
SYNPCC7002_A0023
SYNPCC7002_A0024
ftsZ
SYNPCC7002_A0025
thiD
SYNPCC7002_A0026
SYNPCC7002_A0027
SYNPCC7002_A0028
SYNPCC7002_A0029
SYNPCC7002_A0030
SYNPCC7002_A0031
SYNPCC7002_A0033
SYNPCC7002_A0034
SYNPCC7002_A0035
lysS
SYNPCC7002_A0036
SYNPCC7002_A0037
trpS
SYNPCC7002_A0038
metF
SYNPCC7002_A0039
SYNPCC7002_A0040
SYNPCC7002_A0041
SYNPCC7002_A0042
SYNPCC7002_A0043
cruP
SYNPCC7002_A0044
SYNPCC7002_A0045
SYNPCC7002_A0046
SYNPCC7002_A0047
SYNPCC7002_A0048
SYNPCC7002_A0049
SYNPCC7002_A0050
SYNPCC7002_A0051
SYNPCC7002_A0052
accB
SYNPCC7002_A0053
efp
SYNPCC7002_A0054
SYNPCC7002_A0055
SYNPCC7002_A0056
SYNPCC7002_A0057
SYNPCC7002_A0058
accD
SYNPCC7002_A0059
SYNPCC7002_A0060
mutT
SYNPCC7002_A0061
rnc
SYNPCC7002_A0062
SYNPCC7002_A0063
SYNPCC7002_A0064
SYNPCC7002_A0065
SYNPCC7002_A0066
SYNPCC7002_A0067
SYNPCC7002_A0068
lpxB
SYNPCC7002_A0069
lpxA
SYNPCC7002_A0070
fabZ
SYNPCC7002_A0071
SYNPCC7002_A0072
SYNPCC7002_A0073
eno
SYNPCC7002_A0074
rbfA
SYNPCC7002_A0075
SYNPCC7002_A0076
SYNPCC7002_A0077
SYNPCC7002_A0078
SYNPCC7002_A0079
SYNPCC7002_A0081
copZ
SYNPCC7002_A0082
SYNPCC7002_A0083
SYNPCC7002_A0084
birA
SYNPCC7002_A0085
SYNPCC7002_A0086
SYNPCC7002_A0087
SYNPCC7002_A0088
